comp_id,exit,sales_log,employees_log,profit_margin,age,liquidity,foreign,female_ceo,industry,urban
25518128,0,8.371524939718102,-2.4849066199856784,-1,5,0.0010204081431034954,0,1,56,0
25658156,0,9.905707352580981,-1.791759439425733,0.026977085882193826,20,13.987654622395834,0,1,32,0
25832896,0,6.789972273843332,-2.4849066199856784,-0.5916666231791191,1,2.224999993133545,0,0,55,0
26024536,0,10.304126188192186,-0.016807102152410013,-0.6889964466934676,1,6.114129972854515,0,0,56,1
26752204,0,10.659870281710072,-2.4849066199856784,0.04789222230044908,7,0.512784059387594,0,0,56,0
26863692,0,10.215184487950257,-2.4849066199856784,0.021016950258434194,1,1.046991118980177,0,0,27,1
27043252,0,8.19177078346959,-1.791759439425733,-0.3528205217309234,19,0.003994141907832301,1,0,56,0
27668768,0,12.178301670734802,-0.35469277329242127,-0.20658402855971947,3,0.11888650524001254,0,0,56,0
28366964,0,12.682962277372251,-2.1365999204582296,-0.012782049517028625,10,1.4721998828270961,0,0,56,0
29030144,0,10.828848122545462,-1.4488147200239552,0.023636498672021215,21,1.7305514485255993,0,0,28,1
29264988,0,11.74864146331498,-1.0577902464641398,0.1270445082647793,5,3.3569183777297313,0,0,28,0
31067164,0,12.633202616485281,-0.3383257743070845,-0.16378330546452832,5,3.9115674449296725,0,0,56,1
31171512,0,9.457489790979114,-2.4849066199856784,0.00549609459882253,14,1.1576763970660486,0,0,56,0
31264886,0,10.27887521286169,-1.925290793732986,0.024300254349428566,3,0.2849071838778367,0,0,56,1
31448876,0,11.765728480935081,-0.49247649593500237,0.015474889959499829,10,0.6064757108851713,0,1,56,1
31925374,0,9.178352733827431,-1.887069619230058,-1,21,0.8399094681059354,0,0,56,0
32080712,0,9.739878760051916,-2.4849066199856784,0.276772067551983,10,19.328358617363225,0,1,55,0
32680516,0,10.127667597754895,-2.197224569885639,-0.3850821421597634,3,0.7484786888073494,0,0,56,1
33497300,0,10.368385580018296,-0.8754687611957581,0.40646813855447816,1,0.21090217019972973,0,0,55,0
33996400,0,11.126336659111939,-1.791759439425733,0.06596521584035586,15,0.04549823763941936,0,0,56,1
34085660,0,10.221267690364359,-2.3178525353225123,-0.027762801873193167,1,1.5089034666241627,0,1,56,0
34478880,0,9.454012466580105,-2.4849066199856784,0.02641509619890764,3,1.96543212890625,0,1,26,0
34793020,0,11.709375133738556,-1.3862943611198906,0.06229268767538541,1,3.3883662504041636,0,0,56,0
35175360,0,10.605025312432646,-1.1631508098056809,0.06592599746220348,13,0.45400995692841745,0,0,56,0
35328200,0,12.590440194529743,-0.11000091739280123,0.008271444796498995,12,0.7097901966528041,0,1,56,0
35613100,0,9.138565838097142,-1.791759439425733,-0.3450059727504083,0,0.8893245252932177,0,0,56,0
35709696,0,12.5877887998286,-0.11000091739280123,0.1726064903864616,17,1.0317064789039103,0,1,56,0
35933092,0,9.632213360729864,-1.8787708570548929,-0.24629584893247797,5,0.5921052734290468,0,0,56,1
36238580,0,14.310741870039399,-0.08701135531521371,0.0014220031028838833,2,1.096853652630486,0,0,28,0
36487796,0,10.806355237684562,-2.4849066199856784,0.013963964882389275,3,2.412621371261765,0,0,26,0
36616220,0,13.89171680042265,1.3309725230850211,0.01668268280198914,11,1.0878519790389547,0,0,56,0
37237780,0,11.038824578417838,-1.791759439425733,-0.02046888023956455,8,3.819089784807467,0,0,28,0
37354440,0,9.622695297459966,-2.0794415416798357,0.14418832740545784,1,0.7720588150651397,0,1,56,0
37720488,0,11.983229927867233,-1.1856236764949477,0.005322472753193107,6,2.793497314219363,0,0,56,0
37898764,0,9.015946194411015,-2.4048638779248486,-1,21,0.09395025258889296,0,0,56,0
38145376,0,9.917463552759203,-2.4849066199856784,0.0379839276687796,19,46.33000249829108,0,0,56,0
38693448,0,12.654064993401136,-1.1196656775749994,0.06681337586141732,6,0.9051940956826809,0,0,29,0
39579136,0,11.398304056957164,-0.5389965347924845,0.015077256048310611,11,1.8567041879567534,0,0,56,0
39898872,0,8.912732640241888,-2.4849066199856784,0.12369077212858033,1,13.196428776371233,0,0,56,0
41730368,0,9.237018340947763,-2.0253742953128677,0.019834115276243597,14,14.197530924479167,0,1,56,1
42471148,0,12.293591615027093,0.8679171364683729,0.01591475878741019,6,1.7727591490266852,0,0,56,0
43516168,0,11.454275737468757,-1.7117166973649032,0.01260702259422143,11,0.33074283132233284,0,0,56,1
43829180,0,11.06825741230092,-1.2562411747208215,0.023226254388336087,15,3.600645811611979,0,0,55,1
44167948,0,9.549190707806105,-2.4849066199856784,-1,1,0.36845068786420143,0,0,56,0
45180212,0,10.96736779929285,-2.4849066199856784,0.02224068569449558,5,9.67149749300756,0,0,56,1
45347576,0,14.462425693326622,-0.27846545234408016,5.663271719104758e-4,14,1.1355329979952185,0,0,28,1
46132832,0,11.12081519674497,-1.4144652517105059,-0.1322771676280192,3,0.0916517416860742,0,0,56,1
46535700,0,9.400654560623213,-2.0253742953128677,-1,3,0.044883604718273816,0,1,56,0
47028924,0,10.923403936687508,-1.2562411747208215,-0.14030987345017493,4,3.5656438460488893,0,0,33,0
47452116,0,10.403476901945,-0.4700036292457356,-1,1,0.21849857004157078,0,0,46,0
47578328,0,8.663055628501391,-2.4849066199856784,0.08898847904116615,6,3.5627530385981725,0,1,56,0
48623176,0,10.801916028063706,-2.4849066199856784,0.46625441517655575,19,2.6901636524832675,0,0,28,0
49064608,0,10.683916141983184,-2.4849066199856784,0.018158676111243263,22,1.6237564901527,0,0,27,1
49271176,0,9.93985517229294,-2.4849066199856784,0.052142856672014494,23,2.9180106312212297,0,0,27,0
49373124,0,12.15003125464655,-0.31585292217064,-0.06958888836098626,14,0.7119620891890636,0,0,56,0
49488580,0,12.038486395144217,-0.16579227047674938,0.0010729613803598464,22,1.3739377146127165,0,0,56,0
49651400,0,10.644013000710872,-1.8343190732808259,0.026845636118854446,12,5.520179545180783,0,1,56,1
50481104,0,8.849954869385737,-2.4849066199856784,0.0355815180337276,19,1.6855895617599206,0,1,26,1
50874780,0,16.611179251724096,2.3507136424997976,-0.02604716523710706,11,1.921368178280799,1,0,28,0
50988960,0,12.05318039230191,0.04746658776471403,-0.44051010610233143,17,3.6579337211867706,0,0,33,0
51112992,0,8.737666540285865,-2.4849066199856784,-1,3,0.3291575605948743,0,1,33,0
51292336,0,12.415132295171514,-0.5271620206462887,-0.09869883737167488,13,1.1175086638507872,0,0,56,0
51424192,0,14.748358263537922,0.9808291934070796,0.08854254369157785,19,1.3315192838361536,0,0,28,1
51871528,0,13.81238342357223,0.006920416536316431,0.0942646851005552,10,5.616944465350637,0,0,28,0
52232924,0,9.918376165029878,-2.4849066199856784,0.018974639441579434,4,0.9607456178138571,0,0,27,0
52983480,0,15.094488811947631,1.4231083572227108,0.015354071386480267,1,1.2623253976317623,1,0,28,0
54673488,0,10.132539552042395,-1.1631508098056809,-0.8645065973109973,2,0.2247497741304901,0,0,56,0
55247540,0,10.713182457458432,-1.0986123482727563,-0.6437577276391044,2,0.25426116176706226,0,0,56,1
55946720,0,14.192794617625442,0.9313285950047504,0.3130876202626518,23,0.9688535601052908,0,0,28,0
56059132,0,13.31366305168106,-1.8787708570548929,-0.1464630620844637,9,3.6069682958721887,1,0,28,1
56288464,0,11.718282138499443,-0.6931471805599453,-0.09736088113660797,7,0.09824191311704131,0,0,56,0
56546232,0,10.802066811313786,-1.3588953740442855,-0.28243987076559435,9,0.1541850195791896,0,1,56,0
56882504,0,9.294477211281974,-2.4849066199856784,-0.1075927852118227,3,0.6230031910193192,0,1,56,1
57457388,0,9.62392064000466,-1.5686158702301305,0.014205241135446101,1,2.0145454593394887,0,0,56,0
58913056,0,8.66752711006144,-2.4849066199856784,-0.992989168447166,4,0.07086801564248277,0,0,56,1
60521232,0,10.618523017077619,-0.5039051480360962,-1,3,1.9530859064491926,0,0,56,1
62201420,0,11.494572926411992,-0.5389965347924845,0.008148175851002965,0,0.9035828546645847,0,1,56,1
62753676,0,9.95895727462836,-2.4849066199856784,-0.3556412155550889,5,0.05085152130571776,0,1,56,0
63124764,0,6.778279129296449,0.9636368993281829,0.02300493264534584,22,1.301795358393443,0,0,28,0
63466032,0,13.473411369702928,0.9463887424670285,0,12,1.6254664636877902,0,1,55,0
63867244,1,9.678026498549944,-1.3862943611198906,-0.6723897738380482,0,0.017213114803922142,0,0,56,0
64429172,0,10.673166989464141,-2.4849066199856784,-1,20,159.04905235618148,1,0,55,0
64876104,0,11.796432192162156,0.6931471805599453,-0.13542538708354113,0,1.1083542090094634,0,0,56,0
65806740,1,10.334307528488733,-1.658228057977081,0.0019258545205618357,5,1.3528384507745908,0,0,28,0
66768688,0,10.999751382607807,-0.7357068157107918,0.056490534110938614,1,1.023853192663181,0,0,33,0
67118760,0,9.632699021532462,-2.261763050790076,0.028404953123186617,0,4.407002045836931,0,1,56,0
67520712,0,7.184264078267323,-2.4849066199856784,0.747190987310421,3,0.062333033249070254,0,1,55,0
67974304,0,8.819216370442483,-1.909542497433858,-1,3,0.1862857062571747,0,0,56,0
68730232,0,13.547752102221185,0.4690562267089379,-0.08325305982176504,21,1.445908490922002,0,0,29,1
69633248,0,9.865170150024916,-2.4849066199856784,-0.284394846419887,0,2.54228857483513,1,0,56,0
70216640,0,10.470063216036182,-0.24242549774285163,-0.9685791577529171,22,0.19000494064917955,0,0,56,1
71216512,0,9.438213424671144,-2.4849066199856784,0.1394868786497387,17,41.85714222655005,0,0,27,0
73332512,0,10.57586496053127,-0.9808292530117262,-6.617508180982105e-4,1,NA,0,1,56,0
73474608,1,8.705668625766933,-1.791759439425733,-1,3,0.01462291278740285,0,0,56,1
75670752,0,10.780960465084382,-1.3862943611198906,7.700600524819917e-4,15,5.878378527845405,0,0,56,0
77437824,0,9.446436703910502,-2.4849066199856784,0.12489031666383124,17,3.6776155721663852,0,0,28,0
77696864,0,10.541435176097133,-1.6739764335716716,-0.28189823421369126,8,2.2324219980882503,0,1,56,0
77827472,0,13.489441804457728,1.0728195522284578,-0.4806644198880005,11,0.264797462778336,1,0,56,1
78208296,0,5.831121933521211,0.25593334337351253,-1,12,0.15240521326140308,1,0,28,0
79116960,0,14.317181051121558,0.3334916369509648,0,15,3.4125948747303547,0,0,33,0
79311448,0,11.027996187857442,-1.5686158702301305,-0.28631577705282946,17,0.6837458209997452,0,0,27,0
80243936,0,11.137827842952994,-2.4849066199856784,0.06478038881393436,20,1.5429583357349503,0,0,27,0
80414008,0,11.29931958589342,-2.4849066199856784,0.1128078203288737,17,1.6156483813396234,0,0,33,0
80831088,0,14.014385699201503,-0.5389965347924845,0.07865018416048708,15,1.9801620808137517,0,0,46,0
82197808,0,12.665873919003067,-0.7503056224491389,0.012148779144586667,10,1.556950664840938,0,1,26,0
83438880,0,8.448993706286954,-2.4849066199856784,-0.7272006171719803,4,0.9581497842130237,0,0,56,1
83877400,0,9.516189716417372,-1.791759439425733,-0.34097107923649367,0,0.14578587658699577,0,0,56,0
84226944,0,13.038844870508223,0.20633640066988507,0.001755473803606608,15,1.7033090697365312,0,0,33,0
84706600,0,11.505415853916986,-0.45895383497890163,-0.17799835204585682,16,2.3605527337531047,0,0,56,1
84977624,0,11.263323832409768,-1.0577902464641398,0.16709450884631946,1,1.2126121696425398,0,0,56,1
86294128,0,12.411851486661869,0.22314355131420976,0.013295547346848367,21,0.28225725438241833,0,0,56,0
87573896,0,12.703328870007903,-1.3564414260194544,0.009156745579689788,20,2.242671886302129,0,0,28,0
87771840,0,9.81586995490007,-2.4849066199856784,-0.048918536931863606,3,0.6469820789285313,0,1,56,0
89628520,0,11.577255712467226,-0.7084146380188213,0.1286726337296317,20,0.726065960587664,1,0,56,0
89771704,0,11.31996978452759,-0.9267620819348368,0.03854101238251074,9,3.324221411434939,0,0,27,1
89945872,1,6.47981733929726,-2.4849066199856784,-0.32386363370359444,3,1.0048780099590795,0,0,55,0
91103904,0,12.99146978842905,0.39616275109722654,-0.025701427686215653,12,1.1468545835516626,0,0,56,0
91448400,0,11.271938506459101,-2.4849066199856784,0.3414553663102859,10,0.09250570222689086,0,0,55,0
92057496,0,13.030540466254367,-1.843052776163952,0.020340055097649284,1,0.5564508981310357,0,0,33,1
92409696,0,9.901262814014572,-1.8343190732808259,-0.033407574855802605,3,2.352941085234647,0,1,56,0
92689424,0,11.419916307656944,-0.8754687611957581,0.056133650842781165,16,0.9911962729975244,0,0,55,0
92832064,0,10.120985588500105,-1.4434528030090843,-0.23837901197059289,14,0.43755749250478754,0,0,56,0
94157480,0,8.96897628836121,-2.4849066199856784,0.21923619940057848,14,12.16597460776928,0,0,33,0
94790304,0,16.253573735048878,2.4644441005828748,0.018259373918474636,9,1.0346752031767252,1,0,26,1
95194696,0,10.990302135734048,-2.4849066199856784,0.02198625890753085,12,0.8317436823051151,0,1,56,0
96380448,0,13.643654051018084,0.2612953580774864,0.10892081552072201,4,4.404066431478275,0,0,56,0
98160384,0,9.989835102470492,-2.4849066199856784,-0.2897910744089486,9,0.22873608486075597,1,0,56,1
98434616,0,10.03694946032476,-1.8343190732808259,0.047966294392671915,2,11.600823567708334,0,0,26,1
99003344,0,10.697233902215489,-1.1196656775749994,0.021602612738219812,12,5.644860011718921,0,1,56,0
99296448,0,15.336174741378281,2.5190396817594536,0.06994133452000464,21,1.3756201305164877,0,0,29,0
100163864,0,12.051539210169695,-0.9808292530117262,-0.20988588276164538,3,4.72943782208537,0,0,56,0
101297048,0,12.989475135057177,-0.5509726802893508,-0.04175937934073414,14,1.6981015297797133,0,0,26,0
103019408,0,11.143470769264518,-2.1102131705442675,0.4077706562191182,22,0.047883692685871754,0,1,56,0
107065560,0,14.555336329653535,0.9571127569119878,-0.15344889992062424,13,0.5545382255443498,1,0,55,1
107289912,0,11.932926393463267,-0.8589394510366947,0.02272893196727951,3,0.14732009203435634,0,0,56,0
107654664,0,13.380009992782698,0.7555528010491138,0.006589417795408621,21,2.8599109729409413,0,0,28,0
108752280,0,7.517923336255818,-2.4849066199856784,-0.0020120724207953154,5,0.026112185624999562,0,1,56,0
110233552,0,10.841612241765711,-2.367123614131617,-0.10755182209153752,10,0.04513507287101628,0,0,56,0
110425000,0,13.479721775235232,0.9328200650933756,-0.47293887010624425,16,0.04834163419918349,0,0,55,0
110837792,0,13.539727741060066,1.5957076844636977,-0.048618026022501974,17,4.1482826188060455,0,0,26,0
111136800,1,10.423713309413374,-2.4849066199856784,-0.003632360978243254,2,4.670120965740415,0,1,56,1
111410176,0,8.902203580756535,-2.4849066199856784,-0.18548388275718125,0,0.5818181688797377,0,0,56,0
112568104,0,8.562803733769005,-2.4849066199856784,0.06935597586721313,20,2.2326102538379096,0,0,46,1
114357416,0,11.431072493455297,-0.5133540278679565,0.029664762699555664,15,6.753351330883235,0,0,56,0
114626768,0,10.901528907765153,-1.0986122588657878,-0.20607509015238615,16,2.421333375833335,0,1,33,0
114933784,0,11.01613666964541,-2.4849066199856784,0.0063302695407355634,3,0.46086256302286494,0,0,55,0
115830576,0,9.906076775727827,-1.6739764335716716,0.3165866219103052,2,0.3934088482142069,0,0,56,0
116027584,0,9.504942876496676,-2.4849066199856784,-0.2706206865099212,17,24.016043799141602,0,0,55,0
116286200,1,8.72871391168449,-1.9993987973265188,-0.3429256623155275,2,0.6400778293700583,0,0,56,0
116489448,0,9.524339736892049,-2.3307559529308435,-0.42126622855472284,4,0.11392277685973612,0,1,56,0
117059320,0,13.02717319040058,0.03717896843612147,0.020164247673091728,21,1.5838392274746247,0,0,28,0
117418136,0,9.880446397803869,-2.4849066199856784,0.17490998081696008,17,0.33781190680945267,0,0,56,0
118150776,0,12.262487979535228,-2.4849066199856784,-0.09222179317329542,4,0.5841268294970946,0,0,26,1
119080760,0,7.553500189833633,-1.791759439425733,-1,0,0.014705882055949169,0,1,56,1
